Samples  ,Experimental_group,Biological_material,LPC(16:1),LPC(16:0),LPC(18:3),LPC(18:2),LPC(18:1),LPC(18:0),LPC(20:5),LPC(20:4),LPC(20:3),LPC(20:2),LPC(20:1),LPC(20:0),LPC(22:6),LPC(22:5),Total LysoPC,PC(28:1),PC(30:1),PC(30:0),PC(32:2),PC(32:1),PC(32:0),PC(34:4),PC(34:3),PC(34:2),PC(34:1),PC(34:0),PC(36:6),PC(36:5),PC(36:4),PC(36:3),PC(36:2),PC(36:1),PC(36:0),PC(38:6),PC(38:5),PC(38:4),PC(38:3),PC(38:2),PC(38:1),PC(38:0),PC(40:8),PC(40:7),PC(40:6),PC(40:5),PC(40:4),PC(40:3),PC(40:2),PC(42:11),PC(42:10),PC(42:9),PC(42:8),PC(42:7),PC(42:6),PC(42:5),PC(42:4),PC(42:3),PC(42:2),PC(44:12),PC(44:11),PC(44:10),PC(44:9),PC(44:8),PC(44:7),PC(44:6),PC(44:5),PC(44:4),PC(44:3),PC(44:2),Total PC,SM(16:1),SM(16:0),CerPE(16:0),SM(18:1),SM(18:0),CerPE(18:0),SM(22:1),SM(22:0),CerPE(22:0),SM(24:1),SM(24:0),CerPE(24:0),Total SM and CerPE,PC(O-32:3),PC(O-32:2),PC(O-32:1),PC(O-32:0),PC(O-34:4),PC(O-34:3),PC(O-34:2),PC(O-34:1),PC(O-34:0),PC(O-36:5),PC(O-36:4),PC(O-36:3),PC(O-36:2),PC(O-36:1),PC(O-36:0),PC(O-38:6),PC(O-38:5),PC(O-38:4),PC(O-38:3),PC(O-38:2),PC(O-38:1),PC(O-38:0),PC(O-40:6),PC(O-40:5),PC(O-40:4),PC(O-40:3),PC(O-40:2),Total ePC,LPE(16:1),LPE(16:0),LPE(18:3),LPE(18:2),LPE(18:1),LPE(20:5),LPE(20:4),LPE(20:3),LPE(20:2),LPE(20:1),LPE(20:0),LPE(22:6),LPE(22:5),Total LysoPE,PE(28:1),PE(28:0),PE(30:1),PE(30:0),PE(32:2),PE(32:1),PE(32:0),PE(34:4),PE(34:3),PE(34:2),PE(34:1),PE(34:0),PE(36:6),PE(36:5),PE(36:4),PE(36:3),PE(36:2),PE(36:1),PE(36:0),PE(38:6),PE(38:5),PE(38:4),PE(38:3),PE(38:2),PE(38:1),PE(38:0),PE(40:8),PE(40:7),PE(40:6),PE(40:5),PE(40:4),PE(40:3),PE(40:2),PE(42:10),PE(42:9),PE(42:8),PE(42:7),PE(42:6),PE(42:5),PE(42:4),PE(42:3),PE(42:2),PE(44:12),PE(44:11),PE(44:10),PE(44:9),PE(44:8),PE(44:7),PE(44:6),PE(44:5),PE(44:4),PE(44:3),PE(44:2),Total PE,PE-Cer(16:1),PE-Cer(16:0),PE-Cer(18:1),PE-Cer(18:0),PE-Cer(24:0),Total PE-Cer,PE(O-32:3),PE(O-32:2),PE(O-32:1),PE(O-32:0),PE(O-34:4),PE(O-34:3),PE(O-34:2),PE(O-34:1),PE(O-34:0),PE(O-36:5),PE(O-36:4),PE(O-36:3),PE(O-36:2),PE(O-36:1),PE(O-36:0),PE(O-38:6),PE(O-38:5),PE(O-38:4),PE(O-38:3),PE(O-38:2),PE(O-38:1),PE(O-38:0),PE(O-40:6),PE(O-40:5),PE(O-40:4),PE(O-40:3),PE(O-40:2),Total ePE,PI(34:4),PI(34:3),PI(34:2),PI(34:1),PI(36:6),PI(36:5),PI(36:4),PI(36:3),PI(36:2),PI(36:1),PI(38:6),PI(38:5),PI(38:4),PI(38:3),PI(38:2),PI(38:1),PI(38:0),Total PI,PS(32:1),PS(32:0),PS(34:4),PS(34:3),PS(34:2),PS(34:1),PS(34:0),PS(36:6),PS(36:5),PS(36:4),PS(36:3),PS(36:2),PS(36:1),PS(36:0),PS(38:7),PS(38:6),PS(38:5),PS(38:4),PS(38:3),PS(38:2),PS(38:1),PS(38:0),PS(40:8),PS(40:7),PS(40:6),PS(40:5),PS(40:4),PS(40:3),PS(40:2),PS(40:1),PS(42:11),PS(42:10),PS(42:9),PS(42:8),PS(42:7),PS(42:6),PS(42:5),PS(44:12),PS(44:11),PS(44:10),PS(44:9),PS(44:8),PS(44:7),PS(44:6),PS(44:5),PS(44:4),PS(44:3),PS(44:2),Total PS,PS(O- 34:2),PS(O- 34:1),PS(O- 36:3),PS(O- 36:2),PS(O- 36:1),PS(O- 36:0),PS(O- 38:6),PS(O- 38:5),PS(O- 38:4),PS(O- 38:3),PS(O- 38:2),PS(O- 38:1),PS(O- 40:5),PS(O- 40:4),PS(O- 40:3),PS(O- 40:2),Total ePS,PA(32:4),PA(32:3),PA(32:2),PA(32:1),PA(32:0),PA(34:4),PA(34:3),PA(34:2),PA(34:1),PA(36:6),PA(36:5),PA(36:4),PA(36:3),PA(36:2),PA(38:6),PA(38:5),PA(38:4),PA(38:3),PA(38:2),PA(40:7),PA(40:6),PA(40:5),Total PA
P0_C57_1,P0_C57,Hipocampo,0.05116,0.36120,0.00123,0.01562,0.14246,0.05913,0.00092,0.02114,0.00735,0.00827,0.00000,0.00000,0.01624,0.00000,0.68472,0.00962,0.73463,4.44488,0.66998,8.28871,12.65372,0.09884,0.21798,2.13041,16.93191,1.66132,0.06491,0.17765,2.64251,0.60987,1.27478,1.96826,0.03847,1.41288,0.71432,1.67147,0.23481,0.04541,0.02004,0.01763,0.02671,0.26393,0.56580,0.15547,0.08094,0.01603,0.00187,0.00000,0.02244,0.00508,0.01122,0.01763,0.01523,0.01122,0.00882,0.00187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,59.93928,0.00788,0.25547,0.00000,0.12511,0.60978,0.12774,0.07947,0.05746,0.01478,0.14974,0.06699,0.00460,1.49901,0.00107,0.00695,0.13330,0.19848,0.00107,0.01042,0.06224,0.45146,0.08281,0.02458,0.03366,0.01282,0.03072,0.05022,0.02004,0.03152,0.02591,0.03125,0.00214,0.00908,0.00748,0.09350,0.01362,0.01042,0.00855,0.00214,0.00000,1.35545,0.01025,0.03475,0.00256,0.00655,0.04871,0.00456,0.02848,0.00570,0.00256,0.00427,0.00000,0.17604,0.00570,0.33014,0.00000,0.00120,0.01200,0.01040,0.01921,0.14125,0.06042,0.01681,0.01841,0.19207,1.21165,0.05202,0.06082,0.04402,0.63664,0.15046,0.43736,0.65664,0.03041,3.36605,0.66785,4.26479,0.31812,0.05362,0.04882,0.07043,0.07923,1.14122,4.08352,0.37974,0.54460,0.08283,0.00560,0.06723,0.23729,0.06723,0.07283,0.05362,0.07563,0.02641,0.00000,0.00000,0.02961,0.02401,0.12605,0.03361,0.00840,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19.68012,0.00000,0.00000,0.00000,0.00000,0.00120,0.00120,0.00000,0.00000,0.00000,0.06803,0.00000,0.00000,0.00000,0.04682,0.00240,0.00680,0.01761,0.00480,0.00720,0.01160,0.00000,0.12925,0.04282,0.06883,0.01040,0.00000,0.00240,0.17847,0.12325,0.02761,0.04322,0.00560,0.18327,0.98036,0.00000,0.00124,0.00936,0.01237,0.00177,0.02720,0.37909,0.02897,0.00689,0.00000,0.07119,0.81330,3.43304,0.07402,0.00389,0.00000,0.00000,4.86232,0.05069,0.03830,0.01183,0.02197,0.04168,0.38581,0.05914,0.00451,0.00620,0.06871,0.03492,0.14756,0.41453,0.00169,0.02084,0.20952,0.06533,0.70459,0.15489,0.02309,0.01239,0.00056,0.01802,0.25401,5.14112,0.36722,0.50521,0.05520,0.00845,0.00394,0.00394,0.03210,0.30414,0.02478,0.05182,0.04731,0.05238,0.04506,0.03605,0.21966,0.07829,0.02084,0.01014,0.00845,0.00169,0.00169,0.00000,0.00000,9.77026,0.00000,0.00000,0.00000,0.00000,0.00451,0.00000,0.00338,0.00000,0.00000,0.00000,0.00000,0.00338,0.00282,0.00113,0.00113,0.01690,0.03323,0.00000,0.00000,0.02017,0.14370,0.08404,0.00714,0.00126,0.03740,0.30001,0.00000,0.00294,0.02479,0.00210,0.03908,0.02101,0.01008,0.05883,0.01134,0.00042,0.00588,0.08866,0.00504,0.86389
P0_C57_2,P0_C57,Hipocampo,0.05024,0.38059,0.00192,0.00899,0.14209,0.06595,0.00108,0.03202,0.00540,0.00180,0.00276,0.00108,0.01283,0.00048,0.70722,0.00721,0.56073,4.01285,0.59032,8.17751,12.98937,0.08574,0.23055,2.01510,15.74159,1.95948,0.05301,0.19343,2.72117,0.64898,1.27495,1.83872,0.02980,1.51344,0.79839,1.86339,0.20545,0.04036,0.01976,0.01945,0.02739,0.26264,0.56429,0.16342,0.11323,0.01066,0.00669,0.00000,0.01788,0.00795,0.01757,0.01631,0.01568,0.01851,0.01380,0.00010,0.00000,0.00439,0.00000,0.00439,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,58.85564,0.01080,0.23494,0.01195,0.17736,0.75301,0.00000,0.05655,0.05912,0.04704,0.19008,0.05321,0.00334,1.59740,0.00293,0.00774,0.13906,0.25365,0.00136,0.00376,0.05196,0.50134,0.11177,0.02028,0.03733,0.01286,0.02771,0.05573,0.02039,0.03931,0.03367,0.02917,0.00836,0.00701,0.00763,0.08898,0.01788,0.01412,0.00836,0.00335,0.00167,1.50738,0.01104,0.04170,0.00301,0.00457,0.04850,0.00178,0.04058,0.00524,0.00201,0.00301,0.00000,0.19901,0.01795,0.37839,0.00000,0.00094,0.00423,0.00736,0.01316,0.12811,0.05607,0.01457,0.02788,0.19499,1.18088,0.06734,0.04495,0.05059,0.58794,0.15568,0.49256,0.55066,0.03164,3.20530,0.65465,4.12088,0.30869,0.04824,0.04025,0.06938,0.09256,1.19796,3.97335,0.40517,0.68253,0.08504,0.00971,0.07565,0.22114,0.09632,0.06703,0.04636,0.07565,0.03289,0.00000,0.00141,0.04965,0.03289,0.14518,0.04417,0.01644,0.00172,0.00000,0.00000,0.00000,0.00000,0.00000,19.40973,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00282,0.01347,0.00000,0.00000,0.00893,0.03712,0.00470,0.01065,0.02381,0.00752,0.00799,0.01347,0.00016,0.13187,0.03978,0.07439,0.00689,0.00595,0.00000,0.17416,0.11449,0.04041,0.04745,0.01253,0.17792,0.95645,0.00816,0.01231,0.01881,0.03554,0.00878,0.03533,0.44748,0.06133,0.00602,0.00318,0.06437,0.83252,3.59688,0.04038,0.01293,0.00311,0.00000,5.18711,0.04960,0.04475,0.02315,0.03571,0.05136,0.52862,0.04233,0.00242,0.00904,0.08311,0.03814,0.21912,0.43008,0.00794,0.02006,0.23279,0.06657,0.65670,0.16776,0.01697,0.01014,0.00000,0.02160,0.29385,5.26793,0.35139,0.63818,0.03814,0.00992,0.00485,0.00353,0.03373,0.42193,0.04144,0.06062,0.04762,0.05754,0.05467,0.03858,0.26321,0.07693,0.03329,0.00926,0.00265,0.00000,0.00066,0.00000,0.00000,10.50786,0.00000,0.00331,0.00000,0.00000,0.00639,0.00242,0.00265,0.00000,0.00110,0.00000,0.00000,0.00265,0.00309,0.00441,0.00000,0.02381,0.04982,0.00000,0.00000,0.01184,0.14012,0.09555,0.00000,0.00247,0.03486,0.34339,0.00000,0.00312,0.01957,0.01513,0.02960,0.02204,0.00789,0.04177,0.00493,0.00164,0.00970,0.05641,0.00296,0.84300
P0_C57_3,P0_C57,Hipocampo,0.05773,0.35506,0.00092,0.01535,0.13029,0.05406,0.00000,0.02795,0.00709,0.00433,0.00262,0.00197,0.01483,0.00092,0.67312,0.01407,0.72034,4.66057,0.68064,8.42014,12.34012,0.11750,0.26429,2.16353,16.01114,1.69696,0.08821,0.19931,2.73055,0.65112,1.23176,1.73643,0.02883,1.51710,0.76965,1.64810,0.19599,0.04245,0.01785,0.01716,0.03512,0.26612,0.53442,0.16304,0.10675,0.01098,0.00458,0.00000,0.02162,0.00801,0.01613,0.01819,0.01922,0.01510,0.00995,0.00000,0.00000,0.00343,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,59.19648,0.01013,0.22797,0.00127,0.15442,0.54469,0.08213,0.06146,0.05625,0.01139,0.16623,0.05190,0.00000,1.36784,0.00149,0.00950,0.12162,0.23397,0.00080,0.00412,0.05000,0.43190,0.08730,0.02014,0.04050,0.00995,0.02620,0.05034,0.01682,0.03684,0.03066,0.02677,0.00641,0.00526,0.00698,0.09977,0.01613,0.01442,0.00744,0.00195,0.00000,1.35727,0.00622,0.03062,0.00183,0.00537,0.03806,0.00085,0.02172,0.00390,0.00110,0.00146,0.00000,0.08784,0.00464,0.20361,0.00000,0.00000,0.00925,0.01371,0.02057,0.14070,0.05878,0.02108,0.03822,0.19692,1.23308,0.07061,0.06410,0.05278,0.72716,0.15184,0.43102,0.56761,0.03308,3.48741,0.67215,4.20497,0.29203,0.04713,0.03839,0.06564,0.12802,1.31500,4.07284,0.38372,0.61525,0.07969,0.01011,0.08689,0.29443,0.09717,0.06564,0.05793,0.07815,0.02931,0.00703,0.00000,0.04867,0.05604,0.15064,0.04473,0.01440,0.00394,0.00000,0.00000,0.00000,0.00000,0.00000,20.27783,0.00000,0.00000,0.00000,0.00000,0.00308,0.00308,0.00000,0.00000,0.00308,0.01474,0.00000,0.00000,0.00411,0.03496,0.00463,0.00960,0.03530,0.00154,0.00668,0.01268,0.00274,0.11757,0.04302,0.07678,0.00446,0.00754,0.00308,0.22554,0.10111,0.03753,0.04267,0.01114,0.25176,1.05227,0.00598,0.00121,0.01059,0.01279,0.00393,0.02709,0.38593,0.03942,0.01044,0.00000,0.08678,0.66428,3.05438,0.09298,0.01483,0.00000,0.00000,4.41063,0.04849,0.05114,0.03835,0.04342,0.04390,0.43155,0.04559,0.00627,0.00917,0.10686,0.03667,0.14859,0.38885,0.00000,0.03064,0.27210,0.06417,0.65130,0.16476,0.02002,0.00748,0.00000,0.02002,0.32300,5.29703,0.39971,0.59413,0.03449,0.00796,0.00024,0.00241,0.04125,0.55578,0.06199,0.05403,0.05789,0.05789,0.05331,0.04366,0.30684,0.07261,0.02846,0.01230,0.00217,0.00000,0.00000,0.00000,0.00000,10.63652,0.00000,0.00217,0.00000,0.00000,0.00555,0.00121,0.00289,0.00000,0.00000,0.00000,0.00000,0.00217,0.00265,0.00048,0.00193,0.03980,0.05886,0.00000,0.00576,0.01350,0.13875,0.08458,0.00252,0.00486,0.04031,0.27048,0.00180,0.00450,0.01980,0.01116,0.03077,0.01548,0.00864,0.04355,0.00432,0.00126,0.00576,0.05147,0.00324,0.76249
P0_C57_4,P0_C57,Hipocampo,0.05093,0.35746,0.00149,0.00809,0.12826,0.05809,0.00112,0.02760,0.00390,0.00335,0.00158,0.00279,0.01608,0.00065,0.66139,0.01118,0.66926,4.42216,0.66472,8.50466,11.22254,0.10730,0.24824,2.12748,12.33301,2.17287,0.07075,0.20075,2.78151,0.66472,1.27320,1.82008,0.03258,1.58035,0.79318,1.78961,0.20058,0.04174,0.01775,0.01629,0.03193,0.27652,0.57112,0.17044,0.11646,0.01216,0.00543,0.00000,0.01969,0.01005,0.01751,0.01556,0.01994,0.02140,0.01313,0.00000,0.00000,0.00486,0.00000,0.00413,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,55.07681,0.00837,0.21767,0.01853,0.16706,0.65839,0.00000,0.03875,0.04911,0.03317,0.15421,0.04812,0.00080,1.39419,0.00227,0.01037,0.12797,0.24256,0.00105,0.00584,0.05535,0.47346,0.11144,0.02253,0.03647,0.01410,0.02926,0.05511,0.01751,0.04166,0.02926,0.03136,0.00843,0.00543,0.00859,0.09912,0.01921,0.01434,0.00916,0.00308,0.00348,1.47840,0.00363,0.03025,0.00233,0.00251,0.03733,0.00268,0.01823,0.00406,0.00207,0.00130,0.00000,0.10059,0.00821,0.21319,0.00000,0.00109,0.00656,0.00935,0.01712,0.16049,0.05876,0.01785,0.03326,0.21451,1.29373,0.07405,0.06580,0.05706,0.77330,0.16146,0.47066,0.61548,0.05803,3.77120,0.75363,4.98347,0.36419,0.05050,0.04322,0.09675,0.09906,1.25088,4.43682,0.43533,0.68893,0.07102,0.00862,0.06810,0.20601,0.10416,0.06871,0.05924,0.08959,0.03569,0.00000,0.00036,0.05560,0.03751,0.15587,0.04079,0.01602,0.00425,0.00000,0.00000,0.00000,0.00000,0.00000,22.08408,0.00000,0.00000,0.00000,0.00134,0.00000,0.00134,0.00000,0.00000,0.00328,0.00316,0.00000,0.00000,0.00947,0.05426,0.00510,0.01445,0.03083,0.00983,0.00765,0.01226,0.00194,0.18817,0.05050,0.10537,0.00971,0.00643,0.00364,0.19946,0.14628,0.05499,0.06519,0.00935,0.16668,1.15801,0.01758,0.00000,0.01072,0.01613,0.00359,0.03157,0.46438,0.02937,0.02331,0.00000,0.06951,0.78679,3.57327,0.04255,0.01710,0.00000,0.00000,5.08586,0.05331,0.04648,0.02666,0.03229,0.05365,0.47434,0.05434,0.00342,0.00957,0.08595,0.03879,0.18676,0.45230,0.00000,0.02529,0.27169,0.07826,0.80378,0.18078,0.01726,0.01042,0.00120,0.01982,0.32414,6.10659,0.43179,0.69203,0.05314,0.00564,0.00273,0.00222,0.04562,0.40855,0.05160,0.06596,0.06356,0.07535,0.07467,0.05605,0.35165,0.08937,0.03042,0.01179,0.00410,0.00103,0.00154,0.00154,0.00000,11.87742,0.00000,0.00000,0.00000,0.00000,0.00854,0.00188,0.00410,0.00000,0.00290,0.00085,0.00103,0.00154,0.00496,0.00393,0.00188,0.02255,0.05417,0.00166,0.00484,0.01989,0.15641,0.10121,0.00000,0.00497,0.03353,0.34380,0.00204,0.00242,0.02320,0.00867,0.03633,0.02549,0.01836,0.05188,0.01071,0.00357,0.00905,0.05175,0.00535,0.91514
